code,name_kanji,name_kana,name_kana_breakdown,name_kana_notes,name_romaji,prefecture_kanji,prefecture_kana,prefecture_kana_breakdown,prefecture_romaji,latitude,longitude
82228,鹿嶋市,かしまし,"か,しま,し",,Kashima Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,140.6333333
82236,潮来市,いたこし,"いた,こ,し",,Itako Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.93333333,140.55
82244,守谷市,もりやし,"もり,や,し",,Moriya Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,139.9666667
82252,常陸大宮市,ひたちおおみやし,"ひ,たち,おお,みや,し",,Hitachiomiya Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.55,140.4
82261,那珂市,なかし,"な,か,し",,Naka Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.45,140.4833333
82279,筑西市,ちくせいし,"ちく,せい,し",,Chikusei Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.3,139.9666667
82287,坂東市,ばんどうし,"ばん,どう,し",,Bando Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.03333333,139.8833333
82295,稲敷市,いなしきし,"いな,しき,し",,Inashiki Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,140.3166667
82309,かすみがうら市,かすみがうらし,"かすみがうら,し",,Kasumigaura Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.15,140.2333333
82317,桜川市,さくらがわし,"さくら,がわ,し",,Sakuragawa Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.31666667,140.0833333
82325,神栖市,かみすし,"かみ,す,し",,Kamisu Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.88333333,140.65
82333,行方市,なめがたし,"なめ,がた,し",,Namegata Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.98333333,140.4833333
82341,鉾田市,ほこたし,"ほこ,た,し",,Hokota Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.15,140.5
82350,つくばみらい市,つくばみらいし,"つくばみらい,し",,Tsukubamirai Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.95,140.0333333
82368,小美玉市,おみたまし,"お,み,たま,し",,Omitama Shi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.23333333,140.35
83020,茨城町,いばらきまち,"いば,らき,まち",,Ibaraki Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.28333333,140.4166667
83097,大洗町,おおあらいまち,"おお,あらい,まち",,Oarai Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.3,140.5666667
83101,城里町,しろさとまち,"しろ,さと,まち",,Shirosato Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.46666667,140.3666667
83411,東海村,とうかいむら,"とう,かい,むら",,Tokai Mura,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.46666667,140.55
83640,大子町,だいごまち,"だい,ご,まち",,Daigo Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.76666667,140.35
84425,美浦村,みほむら,"み,ほ,むら",,Miho Mura,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36,140.3
84433,阿見町,あみまち,"あ,み,まち",,Ami Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.01666667,140.2
84476,河内町,かわちまち,"かわ,ち,まち",,Kawachi Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.88333333,140.2333333
85219,八千代町,やちよまち,"や,ち,よ,まち",,Yachiyo Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.16666667,139.8833333
85421,五霞町,ごかまち,"ご,か,まち",,Goka Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.1,139.7333333
85464,境町,さかいまち,"さかい,まち",,Sakai Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,36.1,139.7833333
85642,利根町,とねまち,"と,ね,まち",,Tone Machi,茨城県,いばらきけん,"いばら,き,けん",Ibaraki Ken,35.85,140.1333333
92011,宇都宮市,うつのみやし,"う,つの,みや,し","Hidden particle (の): う,つ,の,みや,し",Utsunomiya Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.55,139.8666667
92029,足利市,あしかがし,"あし,かが,し",,Ashikaga Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.33333333,139.4333333
92037,栃木市,とちぎし,"とち,ぎ,し",,Tochigi Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.36666667,139.7166667
92045,佐野市,さのし,"さ,の,し",,Sano Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.3,139.5666667
92053,鹿沼市,かぬまし,"か,ぬま,し",,Kanuma Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.56666667,139.7333333
92061,日光市,にっこうし,"にっ,こう,し",,Nikko Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.71666667,139.6833333
92088,小山市,おやまし,"お,やま,し",,Oyama Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.3,139.8
92096,真岡市,もおかし,"も,おか,し",,Mooka Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.43333333,140
92100,大田原市,おおたわらし,"おお,た,わら,し",,Otawara Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.86666667,140
92118,矢板市,やいたし,"や,いた,し",,Yaita Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.8,139.9166667
92134,那須塩原市,なすしおばらし,"な,す,しお,ばら,し",,Nasushiobara Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.95,140.0333333
92142,さくら市,さくらし,"さくら,し",,Sakura Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.68333333,139.95
92151,那須烏山市,なすからすやまし,"な,す,からす,やま,し",,Nasukarasuyama Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.65,140.15
92169,下野市,しもつけし,"しも,つけ,し",,Shimotsuke Shi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.38333333,139.8333333
93017,上三川町,かみのかわまち,"か,みの,かわ,まち","Hidden particle (の): か,み,の,かわ,まち",Kaminokawa Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.43333333,139.9
93424,益子町,ましこまち,"まし,こ,まち",,Mashiko Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.46666667,140.0833333
93432,茂木町,もてぎまち,"もて,ぎ,まち",,Motegi Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.51666667,140.1833333
93441,市貝町,いちかいまち,"いち,かい,まち",,Ichikai Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.53333333,140.1
93459,芳賀町,はがまち,"は,が,まち",,Haga Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.53333333,140.05
93611,壬生町,みぶまち,"み,ぶ,まち",,Mibu Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.41666667,139.8
93645,野木町,のぎまち,"の,ぎ,まち",,Nogi Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.21666667,139.7333333
93840,塩谷町,しおやまち,"しお,や,まち",,Shioya Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.76666667,139.85
93866,高根沢町,たかねざわまち,"たか,ね,ざわ,まち",,Takanezawa Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.61666667,139.9833333
94072,那須町,なすまち,"な,す,まち",,Nasu Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,37.01666667,140.1166667
94111,那珂川町,なかがわまち,"な,か,がわ,まち",,Nakagawa Machi,栃木県,とちぎけん,"とち,ぎ,けん",Tochigi Ken,36.73333333,140.1666667
102016,前橋市,まえばしし,"まえ,ばし,し",,Maebashi Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.38333333,139.05
102024,高崎市,たかさきし,"たか,さき,し",,Takasaki Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.31666667,139
102032,桐生市,きりゅうし,"き,りゅう,し",,Kiryu Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.4,139.3166667
102041,伊勢崎市,いせさきし,"い,せ,さき,し",,Isesaki Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.3,139.1833333
102059,太田市,おおたし,"おお,た,し",,Ota Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.28333333,139.3666667
102067,沼田市,ぬまたし,"ぬま,た,し",,Numata Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.63333333,139.0333333
102075,館林市,たてばやしし,"たて,ばやし,し",,Tatebayashi Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.23333333,139.5333333
102083,渋川市,しぶかわし,"しぶ,かわ,し",,Shibukawa Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.48333333,139
102091,藤岡市,ふじおかし,"ふじ,おか,し",,Fujioka Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.25,139.0666667
102105,富岡市,とみおかし,"とみ,おか,し",,Tomioka Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.25,138.8833333
102113,安中市,あんなかし,"あん,なか,し",,Annaka Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.31666667,138.8833333
102121,みどり市,みどりし,"みどり,し",,Midori Shi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.38333333,139.2666667
103446,榛東村,しんとうむら,"しん,とう,むら",,Shinto Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.43333333,138.9666667
103454,吉岡町,よしおかまち,"よし,おか,まち",,Yoshioka Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.43333333,139
103667,上野村,うえのむら,"うえ,の,むら",,Ueno Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.08333333,138.7666667
103675,神流町,かんなまち,"かん,な,まち",,Kanna Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.1,138.9166667
103829,下仁田町,しもにたまち,"しも,に,た,まち",,Shimonita Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.2,138.7833333
103837,南牧村,なんもくむら,"なん,もく,むら",,Nanmoku Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.15,138.7
103845,甘楽町,かんらまち,"かん,ら,まち",,Kanra Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.23333333,138.9166667
104213,中之条町,なかのじょうまち,"なか,の,じょう,まち",,Nakanojo Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.58333333,138.8333333
104248,長野原町,ながのはらまち,"なが,の,はら,まち",,Naganohara Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.55,138.6333333
104256,嬬恋村,つまごいむら,"つま,ごい,むら",,Tsumagoi Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.5,138.5166667
104264,草津町,くさつまち,"くさ,つ,まち",,Kusatsu Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.61666667,138.5833333
104281,高山村,たかやまむら,"たか,やま,むら",,Takayama Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.61666667,138.9333333
104299,東吾妻町,ひがしあがつままち,"ひがし,あが,つま,まち",,Higashiagatsuma Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.56666667,138.8166667
104434,片品村,かたしなむら,"かた,しな,むら",,Katashina Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.76666667,139.2166667
104442,川場村,かわばむら,"かわ,ば,むら",,Kawaba Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.68333333,139.1
104485,昭和村,しょうわむら,"しょう,わ,むら",,Showa Mura,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.63333333,139.05
104493,みなかみ町,みなかみまち,"みなかみ,まち",,Minakami Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.66666667,138.9833333
104647,玉村町,たまむらまち,"たま,むら,まち",,Tamamura Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.3,139.1
105210,板倉町,いたくらまち,"いた,くら,まち",,Itakura Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.21666667,139.6
105228,明和町,めいわまち,"めい,わ,まち",,Meiwa Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.2,139.5333333
105236,千代田町,ちよだまち,"ち,よ,だ,まち",,Chiyoda Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.21666667,139.4333333
105244,大泉町,おおいずみまち,"おお,いずみ,まち",,Oizumi Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.23333333,139.4
105252,邑楽町,おうらまち,"おう,ら,まち",,Ora Machi,群馬県,ぐんまけん,"ぐん,ま,けん",Gunma Ken,36.25,139.4666667
111007,さいたま市,さいたまし,"さいた,まし",,Saitama Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.6333333
112011,川越市,かわごえし,"かわ,ごえ,し",,Kawagoe Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.91666667,139.4833333
112020,熊谷市,くまがやし,"くま,がや,し",,Kumagaya Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.13333333,139.3833333
112038,川口市,かわぐちし,"かわ,ぐち,し",,Kawaguchi Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.8,139.7166667
112062,行田市,ぎょうだし,"ぎょう,だ,し",,Gyoda Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.13333333,139.45
112071,秩父市,ちちぶし,"ちち,ぶ,し",,Chichibu Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.98333333,139.0833333
112089,所沢市,ところざわし,"ところ,ざわ,し",,Tokorozawa Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.78333333,139.4666667
112097,飯能市,はんのうし,"はん,のう,し",,Hanno Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.3166667
112101,加須市,かぞし,"か,ぞ,し",,Kazo Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.11666667,139.6
112119,本庄市,ほんじょうし,"ほん,じょう,し",,Honjo Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.23333333,139.1833333
112127,東松山市,ひがしまつやまし,"ひがし,まつ,やま,し",,Higashimatsuyama Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.03333333,139.4
112143,春日部市,かすかべし,"かす,か,べ,し",,Kasukabe Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.75
112151,狭山市,さやまし,"さ,やま,し",,Sayama Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.4
112160,羽生市,はにゅうし,"は,にゅう,し",,Hanyu Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.16666667,139.5333333
112178,鴻巣市,こうのすし,"こうの,す,し","Hidden particle (の): こう,の,す,し",Konosu Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.5166667
112186,深谷市,ふかやし,"ふか,や,し",,Fukaya Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.18333333,139.2666667
112194,上尾市,あげおし,"あげ,お,し",,Ageo Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.5833333
112216,草加市,そうかし,"そう,か,し",,Soka Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.8
112224,越谷市,こしがやし,"こしが,や,し",,Koshigaya Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.88333333,139.7833333
112232,蕨市,わらびし,"わらび,し",,Warabi Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.6666667
112241,戸田市,とだし,"と,だ,し",,Toda Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.6666667
112259,入間市,いるまし,"いる,ま,し",,Iruma Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.83333333,139.3833333
112275,朝霞市,あさかし,"あさ,か,し",,Asaka Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.78333333,139.5833333
112283,志木市,しきし,"し,き,し",,Shiki Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.83333333,139.5666667
112291,和光市,わこうし,"わ,こう,し",,Wako Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.76666667,139.6
112305,新座市,にいざし,"に,いざ,し",,Niiza Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.78333333,139.55
112313,桶川市,おけがわし,"おけ,がわ,し",,Okegawa Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36,139.55
112321,久喜市,くきし,"く,き,し",,Kuki Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.6666667
112330,北本市,きたもとし,"きた,もと,し",,Kitamoto Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.5166667
112348,八潮市,やしおし,"や,しお,し",,Yashio Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.8333333
112356,富士見市,ふじみし,"ふ,じ,み,し",,Fujimi Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.85,139.5333333
112372,三郷市,みさとし,"み,さと,し",,Misato Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.8666667
112381,蓮田市,はすだし,"はす,だ,し",,Hasuda Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.98333333,139.65
112399,坂戸市,さかどし,"さか,ど,し",,Sakado Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.95,139.4
112402,幸手市,さってし,"さっ,て,し",,Satte Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.06666667,139.7166667
112411,鶴ヶ島市,つるがしまし,"つる,が,しま,し",,Tsurugashima Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.93333333,139.3833333
112429,日高市,ひだかし,"ひ,だか,し",,Hidaka Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.9,139.3333333
112437,吉川市,よしかわし,"よし,かわ,し",,Yoshikawa Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.88333333,139.8333333
112453,ふじみ野市,ふじみのし,"ふじみ,の,し",,Fujimino Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.86666667,139.5166667
112461,白岡市,しらおかし,"しら,おか,し",,Shiraoka Shi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.6666667
113018,伊奈町,いなまち,"い,な,まち",,Ina Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36,139.6166667
113247,三芳町,みよしまち,"み,よし,まち",,Miyoshi Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.81666667,139.5166667
113263,毛呂山町,もろやままち,"も,ろ,やま,まち",,Moroyama Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.93333333,139.3
113271,越生町,おごせまち,"おご,せ,まち",,Ogose Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.95,139.2833333
113417,滑川町,なめがわまち,"なめ,がわ,まち",,Namegawa Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.35
113425,嵐山町,らんざんまち,"らん,ざん,まち",,Ranzan Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.3166667
113433,小川町,おがわまち,"お,がわ,まち",,Ogawa Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.25
113468,川島町,かわじままち,"かわ,じま,まち",,Kawajima Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.4666667
113476,吉見町,よしみまち,"よし,み,まち",,Yoshimi Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.03333333,139.45
113484,鳩山町,はとやままち,"はと,やま,まち",,Hatoyama Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.96666667,139.3333333
113492,ときがわ町,ときがわまち,"ときがわ,まち",,Tokigawa Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36,139.2833333
113611,横瀬町,よこぜまち,"よこ,ぜ,まち",,Yokoze Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.98333333,139.1
113620,皆野町,みなのまち,"みな,の,まち",,Minano Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.06666667,139.0833333
113638,長瀞町,ながとろまち,"なが,とろ,まち",,Nagatoro Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.1,139.1
113654,小鹿野町,おがのまち,"お,が,の,まち",,Ogano Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139
113697,東秩父村,ひがしちちぶむら,"ひがし,ちち,ぶ,むら",,Higashichichibu Mura,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.05,139.1833333
113816,美里町,みさとまち,"み,さと,まち",,Misato Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.16666667,139.1666667
113832,神川町,かみかわまち,"かみ,かわ,まち",,Kamikawa Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.2,139.1
113859,上里町,かみさとまち,"かみ,さと,まち",,Kamisato Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.25,139.1333333
114081,寄居町,よりいまち,"より,い,まち",,Yorii Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.11666667,139.1833333
114421,宮代町,みやしろまち,"みや,しろ,まち",,Miyashiro Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.7166667
114642,杉戸町,すぎとまち,"すぎ,と,まち",,Sugito Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,36.01666667,139.7333333
114651,松伏町,まつぶしまち,"まつ,ぶし,まち",,Matsubushi Machi,埼玉県,さいたまけん,"さい,たま,けん",Saitama Ken,35.91666667,139.8
121002,千葉市,ちばし,"ち,ば,し",,Chiba Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.6,140.1
122025,銚子市,ちょうしし,"ちょう,し,し",,Choshi Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.73333333,140.8166667
122033,市川市,いちかわし,"いち,かわ,し",,Ichikawa Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,139.9166667
122041,船橋市,ふなばしし,"ふな,ばし,し",,Funabashi Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.68333333,139.9666667
122050,館山市,たてやまし,"たて,やま,し",,Tateyama Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,34.98333333,139.8666667
122068,木更津市,きさらづし,"き,さら,づ,し",,Kisarazu Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.36666667,139.9166667
122076,松戸市,まつどし,"まつ,ど,し",,Matsudo Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.78333333,139.9
122084,野田市,のだし,"の,だ,し",,Noda Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.95,139.8666667
122106,茂原市,もばらし,"も,ばら,し",,Mobara Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.41666667,140.2833333
122114,成田市,なりたし,"なり,た,し",,Narita Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.76666667,140.3166667
122122,佐倉市,さくらし,"さ,くら,し",,Sakura Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,140.2166667
122131,東金市,とうがねし,"とう,がね,し",,Togane Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.55,140.35
122157,旭市,あさひし,"あさひ,し",,Asahi Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,140.6333333
122165,習志野市,ならしのし,"なら,し,の,し",,Narashino Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.66666667,140.0166667
122173,柏市,かしわし,"かしわ,し",,Kashiwa Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.86666667,139.9666667
122181,勝浦市,かつうらし,"かつ,うら,し",,Katsuura Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.15,140.3166667
122190,市原市,いちはらし,"いち,はら,し",,Ichihara Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.48333333,140.1
122203,流山市,ながれやまし,"ながれ,やま,し",,Nagareyama Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.85,139.9
122211,八千代市,やちよし,"や,ち,よ,し",,Yachiyo Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,140.0833333
122220,我孫子市,あびこし,"あ,び,こ,し",,Abiko Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.85,140.0166667
122238,鴨川市,かもがわし,"かも,がわ,し",,Kamogawa Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.1,140.0833333
122246,鎌ケ谷市,かまがやし,"かま,が,や,し",,Kamagaya Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.76666667,140
122254,君津市,きみつし,"きみ,つ,し",,Kimitsu Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.31666667,139.9
122262,富津市,ふっつし,"ふっ,つ,し",,Futtsu Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.3,139.85
122271,浦安市,うらやすし,"うら,やす,し",,Urayasu Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.65,139.9
122289,四街道市,よつかいどうし,"よつ,かい,どう,し",,Yotsukaido Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.66666667,140.1666667
122297,袖ケ浦市,そでがうらし,"そで,が,うら,し",,Sodegaura Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.41666667,139.95
122301,八街市,やちまたし,"やち,また,し",,Yachimata Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.65,140.3166667
122319,印西市,いんざいし,"いん,ざい,し",,Inzai Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.81666667,140.1333333
122327,白井市,しろいし,"しろ,い,し",,Shiroi Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.78333333,140.05
122335,富里市,とみさとし,"とみ,さと,し",,Tomisato Shi,千葉県,ちばけん,"ち,ば,けん",Chiba Ken,35.71666667,140.3333333
